Level,District Code,District Name,School Code,School Name,Content,Grade,Number of Total Records,Number of Valid Scores,Number of No Scores,Participation Rate 2025,Participation Rate 2024,Participation Rate 2023,Mean Scale Score,Standard Deviation,Number Did Not Yet Meet Expectations,Percent Did Not Yet Meet Expectations,Number Partially Met Expectations,Percent Partially Met Expectations,Number Approached Expectations,Percent Approached Expectations,Number Met Expectations,Percent Met Expectations,Number Exceeded Expectations,Percent Exceeded Expectations,Number Met or Exceeded Expectations,2025,2024,2023,"Change
2025-2024","Congressional
District"
SCHOOL,1420,Jefferson County R-1,5222,Little Elementary School,English Language Arts,All Grades,     173,     165,       8,95.4,97.9,100.0,726,36,      40,24.2,      38,23.0,      46,27.9,      37,22.4,       4,2.4,      41,24.8,28.5,20.5,  -3.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5222,Little Elementary School,English Language Arts,03,      48,      44,       4,91.7,100.0,100.0,713,42,      18,40.9,       9,20.5,      10,22.7,- -,- -,- -,- -,       7,15.9,30.9,13.5, -15.0,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5222,Little Elementary School,English Language Arts,04,      56,      55,       1,98.2,96.1,100.0,725,36,      18,32.7,      10,18.2,      11,20.0,- -,- -,- -,- -,      16,29.1,16.2,23.3,  12.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5222,Little Elementary School,English Language Arts,05,      69,      66,       3,95.7,98.3,100.0,736,28,       4,6.1,      19,28.8,      25,37.9,- -,- -,- -,- -,      18,27.3,42.1,28.1, -14.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5222,Little Elementary School,Mathematics,All Grades,     173,     164,       9,94.8,96.8,99.2,719,30,      43,26.2,      55,33.5,      41,25.0,- -,- -,- -,- -,      25,15.2,14.1,11.1,   1.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5222,Little Elementary School,Mathematics,03,      48,      43,       5,89.6,98.2,100.0,717,36,      15,34.9,       9,20.9,      11,25.6,- -,- -,- -,- -,       8,18.6,14.8,9.6,   3.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5222,Little Elementary School,Mathematics,04,      56,      55,       1,98.2,97.4,100.0,715,29,      16,29.1,      22,40.0,      13,23.6,- -,- -,- -,- -,       4,7.3,13.3,14.0,  -6.0,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5222,Little Elementary School,Mathematics,05,      69,      66,       3,95.7,94.8,96.9,724,27,      12,18.2,      24,36.4,      17,25.8,- -,- -,- -,- -,      13,19.7,14.5,9.7,   5.2,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5350,Lukas Elementary School,English Language Arts,All Grades,     203,     180,      23,88.7,90.2,94.0,746,41,      28,15.6,      27,15.0,      41,22.8,      65,36.1,      19,10.6,      84,46.7,50.8,60.3,  -4.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5350,Lukas Elementary School,English Language Arts,03,      69,      65,       4,94.2,90.2,100.0,733,45,      20,30.8,      12,18.5,       9,13.8,      21,32.3,       3,4.6,      24,36.9,60.0,51.3, -23.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5350,Lukas Elementary School,English Language Arts,04,      64,      52,      12,81.3,92.0,100.0,761,40,       3,5.8,       7,13.5,       9,17.3,      20,38.5,      13,25.0,      33,63.5,47.8,65.9,  15.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5350,Lukas Elementary School,English Language Arts,05,      70,      63,       7,90.0,88.5,84.3,747,32,       5,7.9,       8,12.7,      23,36.5,      24,38.1,       3,4.8,      27,42.9,46.4,62.8,  -3.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5350,Lukas Elementary School,Mathematics,All Grades,     203,     179,      24,88.2,90.7,94.0,741,36,      21,11.7,      42,23.5,      51,28.5,      51,28.5,      14,7.8,      65,36.3,32.0,45.2,   4.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5350,Lukas Elementary School,Mathematics,03,      69,      65,       4,94.2,91.8,100.0,738,41,      11,16.9,      16,24.6,      13,20.0,      18,27.7,       7,10.8,      25,38.5,51.8,64.1, -13.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5350,Lukas Elementary School,Mathematics,04,      64,      53,      11,82.8,92.0,100.0,747,38,       6,11.3,      11,20.8,      13,24.5,      19,35.8,       4,7.5,      23,43.4,29.0,34.1,  14.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5350,Lukas Elementary School,Mathematics,05,      70,      61,       9,87.1,88.5,84.3,738,28,       4,6.6,      15,24.6,      25,41.0,      14,23.0,       3,4.9,      17,27.9,18.8,39.5,   9.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,English Language Arts,All Grades,     223,     221,       2,99.1,90.0,94.3,708,29,      84,38.0,      72,32.6,      45,20.4,- -,- -,- -,- -,      20,9.0,8.7,10.8,   0.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,English Language Arts,03,      39,      39,       0,100.0,90.9,92.3,691,33,      24,61.5,       7,17.9,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,English Language Arts,04,      42,      42,       0,100.0,87.5,97.9,707,28,      17,40.5,      11,26.2,- -,- -,- -,- -,- -,- -,- -,- -,- -,12.8,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,English Language Arts,05,      63,      63,       0,100.0,92.1,88.1,707,26,      22,34.9,      27,42.9,       8,12.7,- -,- -,- -,- -,       6,9.5,10.0,13.5,  -0.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,English Language Arts,06,      79,      77,       2,97.5,88.5,97.6,717,27,      21,27.3,      27,35.1,      19,24.7,- -,- -,- -,- -,      10,13.0,11.1,- -,   1.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,Spanish Language Arts,All Grades,      45,      44,       1,97.8,100.0,95.5,723,24,       7,15.9,      17,38.6,      13,29.5,- -,- -,- -,- -,       7,15.9,6.3,14.3,   9.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,Spanish Language Arts,03,      23,      22,       1,95.7,100.0,90.9,729,22,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,Spanish Language Arts,04,      22,      22,       0,100.0,100.0,100.0,717,26,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,Mathematics,All Grades,     281,     277,       4,98.6,93.5,95.5,702,25,     137,49.5,      97,35.0,      28,10.1,- -,- -,- -,- -,      15,5.4,3.5,5.3,   1.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,Mathematics,03,      63,      63,       0,100.0,94.0,94.6,699,31,      37,58.7,      14,22.2,       6,9.5,- -,- -,- -,- -,       6,9.5,6.3,- -,   3.2,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,Mathematics,04,      68,      68,       0,100.0,93.2,96.6,697,21,      37,54.4,      26,38.2,- -,- -,- -,- -,- -,- -,- -,- -,- -,5.3,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,Mathematics,05,      67,      64,       3,95.5,94.7,92.9,703,24,      31,48.4,      22,34.4,- -,- -,- -,- -,- -,- -,- -,- -,- -,7.7,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5354,Lumberg Elementary School,Mathematics,06,      83,      82,       1,98.8,91.8,97.6,706,25,      32,39.0,      35,42.7,      10,12.2,- -,- -,- -,- -,       5,6.1,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,English Language Arts,All Grades,      43,      38,       5,88.4,81.1,90.6,707,40,      18,47.4,       8,21.1,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,English Language Arts,03,       6,< 16,- -,83.3,60.0,83.3,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,English Language Arts,04,       5,< 16,- -,80.0,85.7,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,English Language Arts,05,       8,< 16,- -,100.0,- -,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,English Language Arts,06,       4,< 16,- -,100.0,81.8,75.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,English Language Arts,07,      11,< 16,- -,100.0,75.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,English Language Arts,08,       9,< 16,- -,66.7,- -,85.7,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,Mathematics,All Grades,      43,      38,       5,88.4,81.1,90.6,697,28,      22,57.9,      10,26.3,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,Mathematics,03,       6,< 16,- -,83.3,60.0,83.3,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,Mathematics,04,       5,< 16,- -,80.0,85.7,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,Mathematics,05,       8,< 16,- -,100.0,- -,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,Mathematics,06,       4,< 16,- -,100.0,81.8,75.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,Mathematics,07,      11,< 16,- -,100.0,75.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5415,Rocky Mountain Deaf School,Mathematics,08,       9,< 16,- -,66.7,- -,85.7,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5454,Mandalay Middle School,English Language Arts,All Grades,     443,     393,      50,88.7,85.7,88.8,747,35,      36,9.2,      83,21.1,      87,22.1,     140,35.6,      47,12.0,     187,47.6,43.0,38.0,   4.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5454,Mandalay Middle School,English Language Arts,06,     152,     143,       9,94.1,90.4,96.2,743,30,      11,7.7,      36,25.2,      33,23.1,      54,37.8,       9,6.3,      63,44.1,35.0,28.1,   9.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5454,Mandalay Middle School,English Language Arts,07,     132,     114,      18,86.4,86.8,88.9,750,40,      11,9.6,      24,21.1,      24,21.1,      31,27.2,      24,21.1,      55,48.2,48.6,40.1,  -0.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5454,Mandalay Middle School,English Language Arts,08,     159,     136,      23,85.5,80.4,80.7,749,37,      14,10.3,      23,16.9,      30,22.1,      55,40.4,      14,10.3,      69,50.7,44.9,47.9,   5.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5454,Mandalay Middle School,Mathematics,All Grades,     447,     397,      50,88.8,86.1,89.6,734,32,      56,14.1,      99,24.9,     126,31.7,      99,24.9,      17,4.3,     116,29.2,30.8,25.8,  -1.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5454,Mandalay Middle School,Mathematics,06,     153,     144,       9,94.1,91.2,96.9,730,29,      26,18.1,      32,22.2,      54,37.5,      28,19.4,       4,2.8,      32,22.2,23.4,25.3,  -1.2,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5454,Mandalay Middle School,Mathematics,07,     134,     116,      18,86.6,87.4,90.6,736,27,       9,7.8,      35,30.2,      36,31.0,      31,26.7,       5,4.3,      36,31.0,32.4,18.1,  -1.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5454,Mandalay Middle School,Mathematics,08,     160,     137,      23,85.6,80.4,80.7,737,39,      21,15.3,      32,23.4,      36,26.3,      40,29.2,       8,5.8,      48,35.0,36.2,36.4,  -1.2,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5472,Manning Options School,English Language Arts,All Grades,     684,     596,      88,87.1,89.8,90.2,771,31,       9,1.5,      33,5.5,     102,17.1,     279,46.8,     173,29.0,     452,75.8,70.0,72.2,   5.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5472,Manning Options School,English Language Arts,06,     232,     221,      11,95.3,94.3,96.3,769,27,- -,- -,- -,- -,      42,19.0,     128,57.9,      41,18.6,     169,76.5,70.2,65.6,   6.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5472,Manning Options School,English Language Arts,07,     229,     210,      19,91.7,91.4,93.3,773,32,       3,1.4,      14,6.7,      34,16.2,      74,35.2,      85,40.5,     159,75.7,68.0,70.5,   7.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5472,Manning Options School,English Language Arts,08,     223,     165,      58,74.0,83.8,81.0,772,36,- -,- -,- -,- -,      26,15.8,      77,46.7,      47,28.5,     124,75.2,71.7,82.1,   3.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5472,Manning Options School,Mathematics,All Grades,     684,     596,      88,87.1,90.3,90.5,760,31,      17,2.9,      50,8.4,     157,26.3,     282,47.3,      90,15.1,     372,62.4,59.5,59.3,   2.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5472,Manning Options School,Mathematics,06,     232,     222,      10,95.7,94.3,96.8,759,28,       6,2.7,      13,5.9,      60,27.0,     114,51.4,      29,13.1,     143,64.4,54.9,52.4,   9.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5472,Manning Options School,Mathematics,07,     229,     209,      20,91.3,91.9,93.8,758,26,       3,1.4,      15,7.2,      62,29.7,     100,47.8,      29,13.9,     129,61.7,55.9,61.1,   5.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5472,Manning Options School,Mathematics,08,     223,     165,      58,74.0,84.6,81.0,762,40,       8,4.8,      22,13.3,      35,21.2,      68,41.2,      32,19.4,     100,60.6,68.4,65.4,  -7.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5524,Maple Grove Elementary School,English Language Arts,All Grades,     192,     186,       6,96.9,99.4,99.4,766,35,       6,3.2,      20,10.8,      37,19.9,      94,50.5,      29,15.6,     123,66.1,65.7,70.1,   0.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5524,Maple Grove Elementary School,English Language Arts,03,      65,      63,       2,96.9,98.5,100.0,768,39,- -,- -,- -,- -,      11,17.5,      34,54.0,       7,11.1,      41,65.1,68.7,64.0,  -3.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5524,Maple Grove Elementary School,English Language Arts,04,      73,      71,       2,97.3,100.0,98.4,766,33,- -,- -,- -,- -,      15,21.1,      33,46.5,      16,22.5,      49,69.0,51.0,71.0,  18.0,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5524,Maple Grove Elementary School,English Language Arts,05,      54,      52,       2,96.3,100.0,100.0,764,33,- -,- -,- -,- -,      11,21.2,      27,51.9,       6,11.5,      33,63.5,75.0,75.6, -11.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5524,Maple Grove Elementary School,Mathematics,All Grades,     192,     185,       7,96.4,99.4,99.4,763,34,       7,3.8,      15,8.1,      41,22.2,      83,44.9,      39,21.1,     122,65.9,56.2,51.6,   9.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5524,Maple Grove Elementary School,Mathematics,03,      65,      62,       3,95.4,98.5,100.0,779,35,- -,- -,- -,- -,      12,19.4,      18,29.0,      29,46.8,      47,75.8,77.6,70.0,  -1.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5524,Maple Grove Elementary School,Mathematics,04,      73,      71,       2,97.3,100.0,98.4,759,30,       3,4.2,       6,8.5,      16,22.5,      39,54.9,       7,9.9,      46,64.8,47.1,35.5,  17.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5524,Maple Grove Elementary School,Mathematics,05,      54,      52,       2,96.3,100.0,100.0,751,29,- -,- -,- -,- -,      13,25.0,      26,50.0,       3,5.8,      29,55.8,40.0,53.3,  15.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5580,Marshdale Elementary School,English Language Arts,All Grades,     169,     155,      14,91.7,91.0,95.2,764,34,       4,2.6,      13,8.4,      37,23.9,      79,51.0,      22,14.2,     101,65.2,72.8,82.3,  -7.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5580,Marshdale Elementary School,English Language Arts,03,      57,      53,       4,93.0,96.6,92.7,755,40,- -,- -,- -,- -,- -,- -,      24,45.3,       5,9.4,      29,54.7,62.5,72.5,  -7.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5580,Marshdale Elementary School,English Language Arts,04,      62,      59,       3,95.2,88.5,94.4,763,30,- -,- -,- -,- -,      17,28.8,      28,47.5,      10,16.9,      38,64.4,71.7,82.4,  -7.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5580,Marshdale Elementary School,English Language Arts,05,      50,      43,       7,86.0,87.5,98.2,776,27,- -,- -,- -,- -,- -,- -,      27,62.8,       7,16.3,      34,79.1,85.7,91.1,  -6.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5580,Marshdale Elementary School,Mathematics,All Grades,     169,     161,       8,95.3,92.8,94.0,763,31,       4,2.5,      16,9.9,      33,20.5,      79,49.1,      29,18.0,     108,67.1,66.2,79.5,   0.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5580,Marshdale Elementary School,Mathematics,03,      57,      56,       1,98.2,98.3,94.5,761,28,- -,- -,- -,- -,      14,25.0,      26,46.4,      10,17.9,      36,64.3,66.7,71.2,  -2.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5580,Marshdale Elementary School,Mathematics,04,      62,      61,       1,98.4,90.4,88.9,759,33,- -,- -,- -,- -,      11,18.0,      31,50.8,       8,13.1,      39,63.9,59.6,72.9,   4.3,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5580,Marshdale Elementary School,Mathematics,05,      50,      44,       6,88.0,89.3,98.2,769,32,- -,- -,- -,- -,       8,18.2,      22,50.0,      11,25.0,      33,75.0,72.0,92.9,   3.0,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5758,Meiklejohn Elementary,English Language Arts,All Grades,     232,     225,       7,97.0,97.3,99.1,771,33,       5,2.2,      12,5.3,      43,19.1,     121,53.8,      44,19.6,     165,73.3,74.2,71.4,  -0.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5758,Meiklejohn Elementary,English Language Arts,03,      87,      82,       5,94.3,98.5,100.0,763,41,- -,- -,- -,- -,      18,22.0,      38,46.3,      12,14.6,      50,61.0,67.2,69.7,  -6.2,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5758,Meiklejohn Elementary,English Language Arts,04,      67,      66,       1,98.5,98.7,98.7,772,30,- -,- -,- -,- -,- -,- -,      35,53.0,      15,22.7,      50,75.8,78.9,74.3,  -3.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5758,Meiklejohn Elementary,English Language Arts,05,      78,      77,       1,98.7,94.9,98.4,780,25,- -,- -,- -,- -,- -,- -,      48,62.3,      17,22.1,      65,84.4,75.7,69.8,   8.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5758,Meiklejohn Elementary,Mathematics,All Grades,     232,     223,       9,96.1,98.7,99.1,766,31,       4,1.8,      17,7.6,      45,20.2,     106,47.5,      51,22.9,     157,70.4,71.4,66.2,  -1.0,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5758,Meiklejohn Elementary,Mathematics,03,      87,      81,       6,93.1,100.0,100.0,763,34,- -,- -,- -,- -,      14,17.3,      32,39.5,      20,24.7,      52,64.2,61.8,77.6,   2.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5758,Meiklejohn Elementary,Mathematics,04,      67,      65,       2,97.0,98.7,98.7,761,32,- -,- -,- -,- -,- -,- -,      30,46.2,      11,16.9,      41,63.1,86.8,64.9, -23.7,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5758,Meiklejohn Elementary,Mathematics,05,      78,      77,       1,98.7,97.4,98.4,774,25,- -,- -,- -,- -,- -,- -,      44,57.1,      20,26.0,      64,83.1,64.5,54.0,  18.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5892,Miller Special Education,English Language Arts,All Grades,< 4,- -,- -,- -,N/A,N/A,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,N/A,N/A,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5892,Miller Special Education,English Language Arts,03,< 4,- -,- -,- -,N/A,N/A,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,N/A,N/A,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5892,Miller Special Education,Mathematics,All Grades,< 4,- -,- -,- -,N/A,N/A,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,N/A,N/A,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5892,Miller Special Education,Mathematics,03,< 4,- -,- -,- -,N/A,N/A,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,N/A,N/A,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5944,Mitchell Elementary School,English Language Arts,All Grades,     255,     250,       5,98.0,96.9,97.7,774,35,       8,3.2,      14,5.6,      30,12.0,     139,55.6,      59,23.6,     198,79.2,79.0,77.6,   0.2,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5944,Mitchell Elementary School,English Language Arts,03,      88,      87,       1,98.9,97.7,96.4,765,41,- -,- -,- -,- -,       8,9.2,      54,62.1,      10,11.5,      64,73.6,73.8,65.4,  -0.2,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5944,Mitchell Elementary School,English Language Arts,04,      86,      84,       2,97.7,95.2,97.7,764,25,- -,- -,- -,- -,- -,- -,      47,56.0,      15,17.9,      62,73.8,75.9,79.1,  -2.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5944,Mitchell Elementary School,English Language Arts,05,      81,      79,       2,97.5,97.7,98.9,794,29,- -,- -,- -,- -,- -,- -,      38,48.1,      34,43.0,      72,91.1,87.1,87.4,   4.0,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5944,Mitchell Elementary School,Mathematics,All Grades,     256,     252,       4,98.4,97.3,98.8,765,32,       4,1.6,      23,9.1,      53,21.0,     119,47.2,      53,21.0,     172,68.3,72.7,73.2,  -4.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5944,Mitchell Elementary School,Mathematics,03,      89,      88,       1,98.9,97.7,97.6,769,36,- -,- -,- -,- -,      15,17.0,      33,37.5,      30,34.1,      63,71.6,75.0,76.8,  -3.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5944,Mitchell Elementary School,Mathematics,04,      86,      84,       2,97.7,97.6,100.0,758,29,- -,- -,- -,- -,      25,29.8,      40,47.6,       9,10.7,      49,58.3,69.1,70.5, -10.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5944,Mitchell Elementary School,Mathematics,05,      81,      80,       1,98.8,96.6,98.9,767,28,- -,- -,- -,- -,      13,16.3,      46,57.5,      14,17.5,      60,75.0,73.8,72.4,   1.2,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,English Language Arts,All Grades,     209,     198,      11,94.7,96.8,95.5,760,31,       8,4.0,      21,10.6,      34,17.2,     112,56.6,      23,11.6,     135,68.2,60.3,49.7,   7.9,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,English Language Arts,03,      52,      50,       2,96.2,98.1,93.6,751,41,- -,- -,- -,- -,       5,10.0,- -,- -,- -,- -,      30,60.0,46.2,45.5,  13.8,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,English Language Arts,04,      51,      50,       1,98.0,95.8,98.0,756,25,- -,- -,- -,- -,       9,18.0,      29,58.0,       4,8.0,      33,66.0,60.9,36.7,   5.1,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,English Language Arts,05,      48,      43,       5,89.6,97.9,94.1,763,25,- -,- -,- -,- -,       9,20.9,- -,- -,- -,- -,      30,69.8,67.4,66.7,   2.4,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,English Language Arts,06,      35,      33,       2,94.3,97.0,96.6,771,24,- -,- -,- -,- -,- -,- -,      16,48.5,       9,27.3,      25,75.8,- -,50.0,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,English Language Arts,07,      14,< 16,- -,92.9,N/A,N/A,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,N/A,N/A,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,English Language Arts,08,       9,< 16,- -,100.0,N/A,N/A,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,N/A,N/A,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,Mathematics,All Grades,     209,     198,      11,94.7,96.8,96.6,737,30,      17,8.6,      46,23.2,      66,33.3,      61,30.8,       8,4.0,      69,34.8,33.2,29.8,   1.6,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,Mathematics,03,      52,      50,       2,96.2,98.1,95.7,736,39,       9,18.0,       9,18.0,      11,22.0,      18,36.0,       3,6.0,      21,42.0,38.5,37.8,   3.5,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,Mathematics,04,      51,      50,       1,98.0,95.8,98.0,735,22,- -,- -,- -,- -,      25,50.0,- -,- -,- -,- -,      11,22.0,- -,26.5,- -,7th Congressional District
SCHOOL,1420,Jefferson County R-1,5994,Montessori Peaks Charter Academy,Mathematics,05,      48,      43,       5,89.6,97.9,96.1,735,27,       3,7.0,      13,30.2,      13,30.2,- -,- -,- -,- -,      14,32.6,37.0,26.5,  -4.4,7th Congressional District
