District Code,District Name,Content,Grade,2025,2024,2023
2055,Dolores RE-4A,Mathematics,05,17.3,30.8,23.1
2055,Dolores RE-4A,English Language Arts,All Grades,35.8,38.9,29.3
2055,Dolores RE-4A,English Language Arts,06,37.7,42.0,27.1
2055,Dolores RE-4A,English Language Arts,07,31.0,41.5,45.3
2055,Dolores RE-4A,English Language Arts,08,37.5,33.3,13.8
2055,Dolores RE-4A,Mathematics,All Grades,24.5,15.9,19.3
2055,Dolores RE-4A,Mathematics,06,27.9,12.0,27.1
2055,Dolores RE-4A,Mathematics,07,14.3,13.2,18.8
2055,Dolores RE-4A,Mathematics,08,29.2,22.2,12.1
2070,Mancos Re-6,English Language Arts,All Grades,- -,- -,- -
2070,Mancos Re-6,English Language Arts,03,- -,- -,- -
2070,Mancos Re-6,English Language Arts,04,- -,- -,- -
2070,Mancos Re-6,English Language Arts,05,- -,- -,- -
2070,Mancos Re-6,Mathematics,All Grades,- -,- -,- -
2070,Mancos Re-6,Mathematics,03,- -,- -,- -
2070,Mancos Re-6,Mathematics,04,- -,- -,- -
2070,Mancos Re-6,Mathematics,05,- -,- -,- -
2070,Mancos Re-6,English Language Arts,All Grades,- -,- -,- -
2070,Mancos Re-6,English Language Arts,06,- -,- -,- -
2070,Mancos Re-6,English Language Arts,07,- -,- -,- -
2070,Mancos Re-6,English Language Arts,08,- -,- -,- -
2070,Mancos Re-6,Mathematics,All Grades,- -,- -,- -
2070,Mancos Re-6,Mathematics,06,- -,- -,- -
2070,Mancos Re-6,Mathematics,07,- -,- -,- -
2070,Mancos Re-6,Mathematics,08,- -,- -,- -
2180,Montrose County RE-1J,English Language Arts,All Grades,46.6,41.5,38.5
2180,Montrose County RE-1J,English Language Arts,06,50.7,44.4,38.6
2180,Montrose County RE-1J,English Language Arts,07,51.2,44.2,36.8
2180,Montrose County RE-1J,English Language Arts,08,38.7,35.9,40.1
2180,Montrose County RE-1J,Mathematics,All Grades,23.2,22.6,24.9
2180,Montrose County RE-1J,Mathematics,06,25.2,27.0,27.0
2180,Montrose County RE-1J,Mathematics,07,17.3,18.9,21.0
2180,Montrose County RE-1J,Mathematics,08,26.9,22.4,26.4
2180,Montrose County RE-1J,English Language Arts,All Grades,56.0,53.4,55.8
2180,Montrose County RE-1J,English Language Arts,03,49.3,33.3,46.2
2180,Montrose County RE-1J,English Language Arts,04,51.6,61.3,61.3
2180,Montrose County RE-1J,English Language Arts,05,65.8,64.6,61.8
2180,Montrose County RE-1J,Mathematics,All Grades,45.2,41.3,45.5
2180,Montrose County RE-1J,Mathematics,03,41.7,28.8,47.4
2180,Montrose County RE-1J,Mathematics,04,41.9,48.0,47.6
2180,Montrose County RE-1J,Mathematics,05,51.3,46.3,41.2
2180,Montrose County RE-1J,English Language Arts,All Grades,24.4,29.8,33.9
2180,Montrose County RE-1J,English Language Arts,03,20.3,28.4,24.1
2180,Montrose County RE-1J,English Language Arts,04,27.0,24.7,35.1
2180,Montrose County RE-1J,English Language Arts,05,25.7,36.4,43.2
2180,Montrose County RE-1J,Spanish Language Arts,All Grades,- -,N/A,N/A
2180,Montrose County RE-1J,Spanish Language Arts,03,- -,N/A,N/A
2180,Montrose County RE-1J,Spanish Language Arts,04,- -,N/A,N/A
2180,Montrose County RE-1J,Mathematics,All Grades,14.8,18.3,17.7
2180,Montrose County RE-1J,Mathematics,03,- -,31.5,21.5
2180,Montrose County RE-1J,Mathematics,04,15.4,10.4,12.2
2180,Montrose County RE-1J,Mathematics,05,- -,11.3,19.2
2180,Montrose County RE-1J,English Language Arts,All Grades,40.6,42.3,45.9
2180,Montrose County RE-1J,English Language Arts,06,38.5,42.1,40.6
2180,Montrose County RE-1J,English Language Arts,07,41.6,43.1,51.8
2180,Montrose County RE-1J,English Language Arts,08,41.5,41.8,45.3
2180,Montrose County RE-1J,Mathematics,All Grades,23.4,22.2,24.9
2180,Montrose County RE-1J,Mathematics,06,20.7,24.3,25.7
2180,Montrose County RE-1J,Mathematics,07,21.6,19.8,20.6
2180,Montrose County RE-1J,Mathematics,08,27.5,22.5,28.9
2180,Montrose County RE-1J,English Language Arts,All Grades,47.5,42.0,58.8
2180,Montrose County RE-1J,English Language Arts,03,- -,- -,- -
2180,Montrose County RE-1J,English Language Arts,04,- -,- -,- -
2180,Montrose County RE-1J,English Language Arts,05,- -,- -,- -
2180,Montrose County RE-1J,English Language Arts,06,- -,- -,60.0
2180,Montrose County RE-1J,English Language Arts,07,- -,- -,58.3
2180,Montrose County RE-1J,English Language Arts,08,- -,42.9,57.9
2180,Montrose County RE-1J,Mathematics,All Grades,30.0,29.7,34.1
2180,Montrose County RE-1J,Mathematics,03,- -,- -,- -
2180,Montrose County RE-1J,Mathematics,04,- -,- -,- -
2180,Montrose County RE-1J,Mathematics,05,- -,- -,- -
2180,Montrose County RE-1J,Mathematics,06,- -,- -,- -
2180,Montrose County RE-1J,Mathematics,07,- -,15.6,21.7
2180,Montrose County RE-1J,Mathematics,08,- -,25.0,47.4
2180,Montrose County RE-1J,English Language Arts,All Grades,24.3,26.9,15.3
2180,Montrose County RE-1J,English Language Arts,03,- -,- -,- -
2180,Montrose County RE-1J,English Language Arts,04,25.8,- -,- -
2180,Montrose County RE-1J,English Language Arts,05,- -,38.2,- -
2180,Montrose County RE-1J,Spanish Language Arts,All Grades,- -,- -,- -
2180,Montrose County RE-1J,Spanish Language Arts,03,- -,- -,- -
2180,Montrose County RE-1J,Spanish Language Arts,04,- -,- -,- -
2180,Montrose County RE-1J,Mathematics,All Grades,18.6,17.9,10.1
2180,Montrose County RE-1J,Mathematics,03,26.1,22.7,- -
2180,Montrose County RE-1J,Mathematics,04,- -,- -,13.5
2180,Montrose County RE-1J,Mathematics,05,- -,- -,- -
2180,Montrose County RE-1J,English Language Arts,All Grades,34.4,41.0,41.1
2180,Montrose County RE-1J,English Language Arts,03,20.6,27.7,35.5
2180,Montrose County RE-1J,English Language Arts,04,35.4,47.4,32.9
2180,Montrose County RE-1J,English Language Arts,05,52.0,48.5,55.4
2180,Montrose County RE-1J,Mathematics,All Grades,30.1,32.1,26.8
2180,Montrose County RE-1J,Mathematics,03,36.8,33.3,38.7
2180,Montrose County RE-1J,Mathematics,04,18.5,25.9,14.3
2180,Montrose County RE-1J,Mathematics,05,36.0,36.4,28.8
2180,Montrose County RE-1J,English Language Arts,All Grades,31.3,25.7,24.9
2180,Montrose County RE-1J,English Language Arts,03,24.6,28.3,19.3
2180,Montrose County RE-1J,English Language Arts,04,34.0,20.3,32.3
2180,Montrose County RE-1J,English Language Arts,05,37.3,28.4,22.5
2180,Montrose County RE-1J,Spanish Language Arts,All Grades,- -,N/A,N/A
2180,Montrose County RE-1J,Spanish Language Arts,03,- -,N/A,N/A
2180,Montrose County RE-1J,Spanish Language Arts,04,- -,N/A,N/A
2180,Montrose County RE-1J,Mathematics,All Grades,27.5,22.0,16.5
2180,Montrose County RE-1J,Mathematics,03,25.0,24.1,22.8
2180,Montrose County RE-1J,Mathematics,04,33.3,16.7,16.9
2180,Montrose County RE-1J,Mathematics,05,25.0,25.0,11.1
2180,Montrose County RE-1J,English Language Arts,All Grades,25.5,- -,32.5
2180,Montrose County RE-1J,English Language Arts,06,29.0,21.3,26.6
2180,Montrose County RE-1J,English Language Arts,07,33.3,22.7,30.3
2180,Montrose County RE-1J,English Language Arts,08,14.7,- -,39.7
2180,Montrose County RE-1J,Mathematics,All Grades,- -,- -,8.3
2180,Montrose County RE-1J,Mathematics,06,- -,- -,- -
2180,Montrose County RE-1J,Mathematics,07,6.1,- -,11.9
2180,Montrose County RE-1J,Mathematics,08,7.4,15.5,- -
2180,Montrose County RE-1J,English Language Arts,All Grades,31.7,32.7,30.2
2180,Montrose County RE-1J,English Language Arts,03,40.4,40.4,25.4
2180,Montrose County RE-1J,English Language Arts,04,28.0,- -,32.7
2180,Montrose County RE-1J,English Language Arts,05,26.3,- -,32.8
2180,Montrose County RE-1J,Mathematics,All Grades,23.2,17.9,18.6
2180,Montrose County RE-1J,Mathematics,03,35.1,29.2,28.8
2180,Montrose County RE-1J,Mathematics,04,10.0,- -,- -
2180,Montrose County RE-1J,Mathematics,05,22.8,- -,- -
2180,Montrose County RE-1J,English Language Arts,All Grades,44.4,N/A,N/A
2180,Montrose County RE-1J,English Language Arts,03,- -,N/A,N/A
2180,Montrose County RE-1J,English Language Arts,04,- -,N/A,N/A
2180,Montrose County RE-1J,English Language Arts,06,- -,N/A,N/A
2180,Montrose County RE-1J,English Language Arts,07,- -,N/A,N/A
2180,Montrose County RE-1J,English Language Arts,08,- -,N/A,N/A
2180,Montrose County RE-1J,Mathematics,All Grades,- -,N/A,N/A
2180,Montrose County RE-1J,Mathematics,03,- -,N/A,N/A
2180,Montrose County RE-1J,Mathematics,04,- -,N/A,N/A
2180,Montrose County RE-1J,Mathematics,06,- -,N/A,N/A
2180,Montrose County RE-1J,Mathematics,07,- -,N/A,N/A
2180,Montrose County RE-1J,Mathematics,08,- -,N/A,N/A
2190,West End RE-2,English Language Arts,All Grades,31.1,- -,37.5
2190,West End RE-2,English Language Arts,03,- -,- -,- -
2190,West End RE-2,English Language Arts,04,43.8,26.3,- -
2190,West End RE-2,English Language Arts,05,41.2,36.4,- -
2190,West End RE-2,English Language Arts,06,23.8,41.2,- -
2190,West End RE-2,Mathematics,All Grades,27.0,- -,25.0
2190,West End RE-2,Mathematics,03,30.0,31.3,- -
2190,West End RE-2,Mathematics,04,31.3,- -,- -
2190,West End RE-2,Mathematics,05,35.3,22.7,- -
2190,West End RE-2,Mathematics,06,14.3,- -,- -
2190,West End RE-2,English Language Arts,All Grades,43.8,36.7,- -
2190,West End RE-2,English Language Arts,07,- -,- -,- -
2190,West End RE-2,English Language Arts,08,- -,- -,- -
2190,West End RE-2,Mathematics,All Grades,18.8,- -,- -
2190,West End RE-2,Mathematics,07,- -,- -,- -
2190,West End RE-2,Mathematics,08,- -,- -,- -
2395,Brush RE-2(J),English Language Arts,All Grades,24.0,- -,- -
2395,Brush RE-2(J),English Language Arts,06,18.3,- -,- -
2395,Brush RE-2(J),English Language Arts,07,28.8,- -,- -
2395,Brush RE-2(J),English Language Arts,08,26.7,- -,- -
2395,Brush RE-2(J),Mathematics,All Grades,9.6,- -,- -
2395,Brush RE-2(J),Mathematics,06,6.4,- -,- -
2395,Brush RE-2(J),Mathematics,07,6.2,- -,- -
2395,Brush RE-2(J),Mathematics,08,16.7,- -,- -
2395,Brush RE-2(J),English Language Arts,All Grades,22.0,- -,- -
2395,Brush RE-2(J),English Language Arts,03,13.0,- -,- -
2395,Brush RE-2(J),English Language Arts,04,38.3,- -,- -
2395,Brush RE-2(J),English Language Arts,05,16.4,- -,- -
2395,Brush RE-2(J),Mathematics,All Grades,25.8,- -,- -
2395,Brush RE-2(J),Mathematics,03,24.0,- -,- -
2395,Brush RE-2(J),Mathematics,04,35.0,- -,- -
2395,Brush RE-2(J),Mathematics,05,18.1,- -,- -
2405,Fort Morgan Re-3,English Language Arts,All Grades,21.8,19.0,24.6
2405,Fort Morgan Re-3,English Language Arts,03,23.9,16.7,19.0
2405,Fort Morgan Re-3,English Language Arts,04,17.2,26.2,15.4
2405,Fort Morgan Re-3,English Language Arts,05,24.2,13.0,39.3
2405,Fort Morgan Re-3,Mathematics,All Grades,15.7,22.5,26.3
2405,Fort Morgan Re-3,Mathematics,03,20.9,21.7,31.7
2405,Fort Morgan Re-3,Mathematics,04,6.3,33.8,11.5
2405,Fort Morgan Re-3,Mathematics,05,19.7,9.4,33.9
2405,Fort Morgan Re-3,English Language Arts,All Grades,25.8,23.1,26.1
2405,Fort Morgan Re-3,English Language Arts,03,25.3,20.9,27.6
2405,Fort Morgan Re-3,English Language Arts,04,21.6,17.6,28.8
2405,Fort Morgan Re-3,English Language Arts,05,31.9,31.1,22.1
2405,Fort Morgan Re-3,Spanish Language Arts,All Grades,- -,- -,- -
2405,Fort Morgan Re-3,Spanish Language Arts,04,- -,N/A,N/A
2405,Fort Morgan Re-3,Mathematics,All Grades,26.9,34.0,25.9
2405,Fort Morgan Re-3,Mathematics,03,31.9,41.4,30.3
2405,Fort Morgan Re-3,Mathematics,04,20.2,28.4,24.6
2405,Fort Morgan Re-3,Mathematics,05,29.0,31.1,22.1
2405,Fort Morgan Re-3,English Language Arts,All Grades,25.4,25.8,25.5
2405,Fort Morgan Re-3,English Language Arts,06,26.1,26.1,24.6
2405,Fort Morgan Re-3,English Language Arts,07,21.5,24.5,28.4
2405,Fort Morgan Re-3,English Language Arts,08,28.3,26.8,23.6
2405,Fort Morgan Re-3,Mathematics,All Grades,12.5,12.9,11.6
2405,Fort Morgan Re-3,Mathematics,06,12.4,11.4,12.0
2405,Fort Morgan Re-3,Mathematics,07,10.4,11.5,10.6
2405,Fort Morgan Re-3,Mathematics,08,14.4,16.0,12.1
2405,Fort Morgan Re-3,English Language Arts,All Grades,23.4,18.3,27.2
2405,Fort Morgan Re-3,English Language Arts,03,15.0,21.0,25.7
2405,Fort Morgan Re-3,English Language Arts,04,21.5,15.4,18.2
2405,Fort Morgan Re-3,English Language Arts,05,31.9,20.0,35.5
2405,Fort Morgan Re-3,Mathematics,All Grades,19.1,18.3,23.2
2405,Fort Morgan Re-3,Mathematics,03,20.0,24.2,33.8
2405,Fort Morgan Re-3,Mathematics,04,16.7,17.9,13.6
2405,Fort Morgan Re-3,Mathematics,05,20.5,10.0,17.5
2405,Fort Morgan Re-3,English Language Arts,All Grades,18.1,14.0,21.8
2405,Fort Morgan Re-3,English Language Arts,03,16.3,20.0,24.6
2405,Fort Morgan Re-3,English Language Arts,04,20.9,12.3,18.4
2405,Fort Morgan Re-3,English Language Arts,05,17.3,10.4,22.0
2405,Fort Morgan Re-3,Mathematics,All Grades,16.3,20.4,23.1
2405,Fort Morgan Re-3,Mathematics,03,14.0,30.4,29.3
2405,Fort Morgan Re-3,Mathematics,04,15.9,17.5,26.5
2405,Fort Morgan Re-3,Mathematics,05,18.9,14.3,12.2
2505,Weldon Valley RE-20(J),English Language Arts,All Grades,48.0,34.0,41.5
2505,Weldon Valley RE-20(J),English Language Arts,03,- -,- -,- -
2505,Weldon Valley RE-20(J),English Language Arts,04,- -,- -,- -
2505,Weldon Valley RE-20(J),English Language Arts,05,47.1,- -,50.0
2505,Weldon Valley RE-20(J),English Language Arts,06,- -,- -,60.0
2505,Weldon Valley RE-20(J),Mathematics,All Grades,28.0,26.4,35.4
2505,Weldon Valley RE-20(J),Mathematics,03,- -,- -,38.9
2505,Weldon Valley RE-20(J),Mathematics,04,- -,- -,- -
2505,Weldon Valley RE-20(J),Mathematics,05,17.6,- -,- -
2505,Weldon Valley RE-20(J),Mathematics,06,- -,- -,35.0
2505,Weldon Valley RE-20(J),English Language Arts,All Grades,45.5,63.3,44.0
2505,Weldon Valley RE-20(J),English Language Arts,07,- -,- -,- -
2505,Weldon Valley RE-20(J),English Language Arts,08,- -,- -,- -
2505,Weldon Valley RE-20(J),Mathematics,All Grades,36.4,43.3,16.0
2505,Weldon Valley RE-20(J),Mathematics,07,- -,- -,- -
2505,Weldon Valley RE-20(J),Mathematics,08,- -,- -,- -
2515,Wiggins RE-50(J),English Language Arts,All Grades,- -,15.0,32.7
2515,Wiggins RE-50(J),English Language Arts,07,- -,- -,41.3
2515,Wiggins RE-50(J),English Language Arts,08,- -,- -,25.9
2515,Wiggins RE-50(J),Mathematics,All Grades,- -,- -,19.0
2515,Wiggins RE-50(J),Mathematics,07,- -,- -,19.6
2515,Wiggins RE-50(J),Mathematics,08,- -,- -,18.6
2515,Wiggins RE-50(J),English Language Arts,All Grades,- -,N/A,N/A
2515,Wiggins RE-50(J),English Language Arts,03,- -,N/A,N/A
2515,Wiggins RE-50(J),Mathematics,All Grades,- -,N/A,N/A
2515,Wiggins RE-50(J),Mathematics,03,- -,N/A,N/A
2515,Wiggins RE-50(J),English Language Arts,All Grades,- -,40.9,44.2
2515,Wiggins RE-50(J),English Language Arts,04,- -,28.6,43.9
2515,Wiggins RE-50(J),English Language Arts,05,- -,55.4,55.6
2515,Wiggins RE-50(J),English Language Arts,06,- -,42.2,46.0
2515,Wiggins RE-50(J),Mathematics,All Grades,- -,- -,24.8
2515,Wiggins RE-50(J),Mathematics,04,- -,31.4,26.8
2515,Wiggins RE-50(J),Mathematics,05,- -,33.9,20.0
2515,Wiggins RE-50(J),Mathematics,06,- -,- -,6.3
2520,East Otero R-1,English Language Arts,All Grades,21.9,19.4,18.8
2520,East Otero R-1,English Language Arts,03,24.2,22.8,22.7
2520,East Otero R-1,English Language Arts,04,21.9,16.8,24.4
2520,East Otero R-1,English Language Arts,05,21.3,19.8,14.3
2520,East Otero R-1,English Language Arts,06,20.0,18.3,13.3
2520,East Otero R-1,Mathematics,All Grades,- -,10.8,- -
2520,East Otero R-1,Mathematics,03,16.0,22.0,25.8
2520,East Otero R-1,Mathematics,04,14.6,13.7,5.6
2520,East Otero R-1,Mathematics,05,- -,- -,- -
2520,East Otero R-1,Mathematics,06,- -,- -,- -
2520,East Otero R-1,English Language Arts,All Grades,- -,- -,- -
2520,East Otero R-1,English Language Arts,07,- -,- -,- -
2520,East Otero R-1,English Language Arts,08,- -,- -,- -
2520,East Otero R-1,Mathematics,All Grades,- -,- -,- -
2520,East Otero R-1,Mathematics,07,- -,- -,- -
2520,East Otero R-1,Mathematics,08,- -,- -,- -
2520,East Otero R-1,English Language Arts,All Grades,- -,- -,- -
2520,East Otero R-1,English Language Arts,07,- -,- -,- -
2520,East Otero R-1,English Language Arts,08,- -,- -,- -
2520,East Otero R-1,Mathematics,All Grades,- -,- -,- -
2520,East Otero R-1,Mathematics,07,- -,- -,- -
2520,East Otero R-1,Mathematics,08,- -,- -,- -
2530,Rocky Ford R-2,English Language Arts,All Grades,28.5,33.7,36.8
2530,Rocky Ford R-2,English Language Arts,03,29.6,25.0,32.6
2530,Rocky Ford R-2,English Language Arts,04,20.5,28.9,28.3
2530,Rocky Ford R-2,English Language Arts,05,27.3,26.2,37.9
2530,Rocky Ford R-2,English Language Arts,06,35.7,48.2,48.8
2530,Rocky Ford R-2,Mathematics,All Grades,23.2,29.7,27.0
2530,Rocky Ford R-2,Mathematics,03,22.6,31.4,23.8
2530,Rocky Ford R-2,Mathematics,04,31.6,22.5,28.3
2530,Rocky Ford R-2,Mathematics,05,11.4,21.4,25.9
2530,Rocky Ford R-2,Mathematics,06,28.6,39.7,30.2
2530,Rocky Ford R-2,English Language Arts,All Grades,38.4,32.9,30.4
2530,Rocky Ford R-2,English Language Arts,07,40.0,33.3,42.1
2530,Rocky Ford R-2,English Language Arts,08,35.9,32.4,22.2
2530,Rocky Ford R-2,Mathematics,All Grades,26.5,25.0,16.1
2530,Rocky Ford R-2,Mathematics,07,25.4,21.4,23.1
2530,Rocky Ford R-2,Mathematics,08,28.2,28.9,11.1
2535,Manzanola 3J,English Language Arts,All Grades,17.9,18.8,21.9
2535,Manzanola 3J,English Language Arts,03,- -,- -,- -
2535,Manzanola 3J,English Language Arts,04,- -,- -,- -
2535,Manzanola 3J,English Language Arts,05,25.0,- -,- -
2535,Manzanola 3J,Mathematics,All Grades,- -,- -,18.8
2535,Manzanola 3J,Mathematics,03,- -,- -,- -
2535,Manzanola 3J,Mathematics,04,- -,- -,- -
2535,Manzanola 3J,Mathematics,05,- -,- -,- -
2535,Manzanola 3J,English Language Arts,All Grades,10.5,11.1,16.7
2535,Manzanola 3J,English Language Arts,06,- -,- -,- -
2535,Manzanola 3J,English Language Arts,07,- -,- -,- -
2535,Manzanola 3J,English Language Arts,08,- -,- -,19.0
2535,Manzanola 3J,Mathematics,All Grades,- -,- -,5.7
2535,Manzanola 3J,Mathematics,06,- -,- -,- -
2535,Manzanola 3J,Mathematics,07,- -,- -,- -
2535,Manzanola 3J,Mathematics,08,- -,- -,- -
2540,Fowler R-4J,English Language Arts,All Grades,57.6,44.8,46.8
2540,Fowler R-4J,English Language Arts,03,46.2,46.4,23.8
2540,Fowler R-4J,English Language Arts,04,41.7,34.8,57.1
2540,Fowler R-4J,English Language Arts,05,66.7,45.8,46.7
2540,Fowler R-4J,English Language Arts,06,76.0,50.0,59.1
2540,Fowler R-4J,Mathematics,All Grades,27.3,15.2,25.5
2540,Fowler R-4J,Mathematics,03,42.3,35.7,42.9
2540,Fowler R-4J,Mathematics,04,16.7,- -,28.6
2540,Fowler R-4J,Mathematics,05,16.7,- -,13.3
2540,Fowler R-4J,Mathematics,06,32.0,10.0,22.7
2540,Fowler R-4J,English Language Arts,All Grades,41.2,40.0,40.0
2540,Fowler R-4J,English Language Arts,07,40.7,40.0,47.1
2540,Fowler R-4J,English Language Arts,08,41.7,40.0,32.3
2540,Fowler R-4J,Mathematics,All Grades,28.6,31.5,30.8
2540,Fowler R-4J,Mathematics,07,20.0,32.0,26.5
2540,Fowler R-4J,Mathematics,08,37.5,31.0,35.5
2560,Cheraw 31,English Language Arts,All Grades,30.6,29.1,33.8
2560,Cheraw 31,English Language Arts,03,- -,- -,- -
2560,Cheraw 31,English Language Arts,04,- -,- -,29.4
2560,Cheraw 31,English Language Arts,05,- -,- -,52.9
2560,Cheraw 31,English Language Arts,06,- -,30.0,- -
2560,Cheraw 31,English Language Arts,07,56.3,- -,- -
2560,Cheraw 31,English Language Arts,08,- -,- -,- -
2560,Cheraw 31,Mathematics,All Grades,40.3,35.4,33.8
2560,Cheraw 31,Mathematics,03,- -,- -,- -
2560,Cheraw 31,Mathematics,04,- -,- -,41.2
2560,Cheraw 31,Mathematics,05,- -,- -,35.3
2560,Cheraw 31,Mathematics,06,- -,35.0,- -
2560,Cheraw 31,Mathematics,07,56.3,- -,- -
2560,Cheraw 31,Mathematics,08,- -,- -,- -
2570,Swink 33,English Language Arts,All Grades,48.5,48.5,55.7
2570,Swink 33,English Language Arts,03,56.5,51.9,59.1
2570,Swink 33,English Language Arts,04,47.8,36.8,59.3
2570,Swink 33,English Language Arts,05,40.0,56.0,48.3
2570,Swink 33,Mathematics,All Grades,45.5,- -,51.5
2570,Swink 33,Mathematics,03,56.5,59.3,54.5
2570,Swink 33,Mathematics,04,30.4,- -,48.1
2570,Swink 33,Mathematics,05,50.0,52.0,55.2
2570,Swink 33,English Language Arts,All Grades,45.6,34.1,48.1
2570,Swink 33,English Language Arts,06,47.8,N/A,N/A
2570,Swink 33,English Language Arts,07,42.9,26.3,33.3
2570,Swink 33,English Language Arts,08,47.1,40.9,64.0
2570,Swink 33,Mathematics,All Grades,26.5,25.0,30.8
2570,Swink 33,Mathematics,06,- -,N/A,N/A
2570,Swink 33,Mathematics,07,35.7,- -,14.8
2570,Swink 33,Mathematics,08,- -,- -,48.0
2580,Ouray R-1,English Language Arts,All Grades,50.0,41.7,33.3
2580,Ouray R-1,English Language Arts,03,- -,- -,- -
2580,Ouray R-1,English Language Arts,04,- -,- -,- -
2580,Ouray R-1,Mathematics,All Grades,35.7,33.3,30.0
2580,Ouray R-1,Mathematics,03,- -,- -,- -
2580,Ouray R-1,Mathematics,04,- -,- -,- -
2580,Ouray R-1,English Language Arts,All Grades,67.9,56.9,60.8
2580,Ouray R-1,English Language Arts,05,- -,- -,- -
2580,Ouray R-1,English Language Arts,06,75.0,- -,- -
2580,Ouray R-1,English Language Arts,07,- -,- -,- -
2580,Ouray R-1,English Language Arts,08,- -,- -,- -
2580,Ouray R-1,Mathematics,All Grades,43.4,39.2,43.1
2580,Ouray R-1,Mathematics,05,- -,- -,- -
2580,Ouray R-1,Mathematics,06,37.5,- -,- -
2580,Ouray R-1,Mathematics,07,- -,- -,- -
2580,Ouray R-1,Mathematics,08,- -,- -,- -
2590,Ridgway R-2,English Language Arts,All Grades,63.9,58.2,56.5
2590,Ridgway R-2,English Language Arts,03,73.7,33.3,68.2
2590,Ridgway R-2,English Language Arts,04,50.0,70.0,50.0
2590,Ridgway R-2,English Language Arts,05,68.2,70.6,51.9
2590,Ridgway R-2,Mathematics,All Grades,62.9,44.6,49.3
2590,Ridgway R-2,Mathematics,03,57.9,22.2,73.9
2590,Ridgway R-2,Mathematics,04,60.0,57.1,33.3
2590,Ridgway R-2,Mathematics,05,69.6,52.9,40.7
2590,Ridgway R-2,English Language Arts,All Grades,75.4,69.0,61.6
2590,Ridgway R-2,English Language Arts,06,76.2,58.1,66.7
2590,Ridgway R-2,English Language Arts,07,71.4,77.8,64.0
2590,Ridgway R-2,English Language Arts,08,80.0,77.3,55.6
2590,Ridgway R-2,Mathematics,All Grades,52.2,54.9,58.9
2590,Ridgway R-2,Mathematics,06,42.9,45.2,61.9
2590,Ridgway R-2,Mathematics,07,50.0,50.0,64.0
2590,Ridgway R-2,Mathematics,08,65.0,72.7,51.9
2600,Platte Canyon 1,English Language Arts,All Grades,52.4,45.2,46.9
2600,Platte Canyon 1,English Language Arts,03,56.0,45.5,39.1
2600,Platte Canyon 1,English Language Arts,04,43.6,38.7,35.0
2600,Platte Canyon 1,English Language Arts,05,57.1,55.0,69.8
2600,Platte Canyon 1,Mathematics,All Grades,41.5,41.1,44.0
2600,Platte Canyon 1,Mathematics,03,55.1,36.4,44.6
2600,Platte Canyon 1,Mathematics,04,27.8,39.7,41.5
2600,Platte Canyon 1,Mathematics,05,42.6,50.0,45.5
2600,Platte Canyon 1,English Language Arts,All Grades,68.8,64.6,59.7
2600,Platte Canyon 1,English Language Arts,06,66.7,63.4,62.3
2600,Platte Canyon 1,English Language Arts,07,73.0,72.0,67.3
2600,Platte Canyon 1,English Language Arts,08,67.3,58.5,49.0
2600,Platte Canyon 1,Mathematics,All Grades,47.2,46.5,39.0
2600,Platte Canyon 1,Mathematics,06,38.9,48.8,35.8
2600,Platte Canyon 1,Mathematics,07,72.2,48.0,46.2
2600,Platte Canyon 1,Mathematics,08,35.8,43.4,34.7
2610,Park County RE-2,English Language Arts,All Grades,50.0,27.8,- -
2610,Park County RE-2,English Language Arts,03,- -,- -,- -
2610,Park County RE-2,English Language Arts,04,- -,- -,- -
2610,Park County RE-2,English Language Arts,05,- -,- -,- -
2610,Park County RE-2,English Language Arts,06,- -,- -,- -
2610,Park County RE-2,English Language Arts,07,- -,- -,- -
2610,Park County RE-2,English Language Arts,08,- -,- -,- -
2610,Park County RE-2,Mathematics,All Grades,38.9,27.8,- -
2610,Park County RE-2,Mathematics,03,- -,- -,- -
2610,Park County RE-2,Mathematics,04,- -,- -,- -
2610,Park County RE-2,Mathematics,05,- -,- -,- -
2610,Park County RE-2,Mathematics,06,- -,- -,- -
2610,Park County RE-2,Mathematics,07,- -,- -,- -
2610,Park County RE-2,Mathematics,08,- -,- -,- -
2610,Park County RE-2,English Language Arts,All Grades,35.4,31.3,- -
2610,Park County RE-2,English Language Arts,03,- -,41.2,- -
2610,Park County RE-2,English Language Arts,04,- -,- -,- -
2610,Park County RE-2,English Language Arts,05,- -,- -,- -
2610,Park County RE-2,English Language Arts,06,- -,- -,- -
2610,Park County RE-2,English Language Arts,07,- -,- -,- -
2610,Park County RE-2,English Language Arts,08,- -,- -,- -
2610,Park County RE-2,Mathematics,All Grades,17.7,20.6,- -
2610,Park County RE-2,Mathematics,03,- -,- -,- -
2610,Park County RE-2,Mathematics,04,- -,- -,- -
2610,Park County RE-2,Mathematics,05,- -,- -,- -
2610,Park County RE-2,Mathematics,06,- -,- -,- -
2610,Park County RE-2,Mathematics,07,- -,- -,- -
2610,Park County RE-2,Mathematics,08,- -,- -,- -
2610,Park County RE-2,English Language Arts,All Grades,42.5,45.3,36.2
2610,Park County RE-2,English Language Arts,06,65.4,60.0,- -
2610,Park County RE-2,English Language Arts,07,43.5,- -,- -
2610,Park County RE-2,English Language Arts,08,22.6,- -,30.0
2610,Park County RE-2,Mathematics,All Grades,34.6,31.1,29.8
2610,Park County RE-2,Mathematics,06,- -,42.1,- -
