District Code,District Name,Content,Grade,2025,2024,2023
0880,Denver County 1,Mathematics,05,73.4,64.0,66.4
0880,Denver County 1,English Language Arts,All Grades,22.0,20.4,13.9
0880,Denver County 1,English Language Arts,03,32.7,14.0,9.8
0880,Denver County 1,English Language Arts,04,14.3,7.1,20.4
0880,Denver County 1,English Language Arts,05,16.2,38.0,9.5
0880,Denver County 1,Mathematics,All Grades,30.6,26.9,24.8
0880,Denver County 1,Mathematics,03,38.2,25.0,19.5
0880,Denver County 1,Mathematics,04,24.0,11.6,38.9
0880,Denver County 1,Mathematics,05,28.2,42.0,11.9
0880,Denver County 1,English Language Arts,All Grades,22.7,26.2,27.5
0880,Denver County 1,English Language Arts,03,17.6,19.4,19.4
0880,Denver County 1,English Language Arts,04,20.5,7.9,21.6
0880,Denver County 1,English Language Arts,05,12.0,26.0,17.4
0880,Denver County 1,English Language Arts,06,29.2,23.1,35.9
0880,Denver County 1,English Language Arts,07,35.1,43.2,33.8
0880,Denver County 1,English Language Arts,08,30.9,38.7,37.0
0880,Denver County 1,Spanish Language Arts,All Grades,10.9,28.3,25.8
0880,Denver County 1,Spanish Language Arts,03,- -,32.0,- -
0880,Denver County 1,Spanish Language Arts,04,- -,23.8,- -
0880,Denver County 1,Mathematics,All Grades,11.8,12.8,13.4
0880,Denver County 1,Mathematics,03,17.5,11.6,19.8
0880,Denver County 1,Mathematics,04,7.3,11.3,10.3
0880,Denver County 1,Mathematics,05,3.9,10.4,17.1
0880,Denver County 1,Mathematics,06,9.7,5.8,6.5
0880,Denver County 1,Mathematics,07,15.8,12.7,13.3
0880,Denver County 1,Mathematics,08,20.6,28.1,11.0
0880,Denver County 1,English Language Arts,All Grades,13.2,17.0,20.8
0880,Denver County 1,English Language Arts,03,- -,14.3,18.8
0880,Denver County 1,English Language Arts,04,- -,19.4,19.6
0880,Denver County 1,English Language Arts,05,19.0,18.6,27.4
0880,Denver County 1,English Language Arts,06,12.3,18.2,16.3
0880,Denver County 1,English Language Arts,07,12.9,19.0,19.1
0880,Denver County 1,English Language Arts,08,13.8,13.1,24.4
0880,Denver County 1,Spanish Language Arts,All Grades,26.8,15.4,22.2
0880,Denver County 1,Spanish Language Arts,03,29.6,- -,- -
0880,Denver County 1,Spanish Language Arts,04,24.1,- -,- -
0880,Denver County 1,Mathematics,All Grades,11.5,9.1,9.8
0880,Denver County 1,Mathematics,03,20.8,12.2,31.0
0880,Denver County 1,Mathematics,04,12.5,11.3,5.2
0880,Denver County 1,Mathematics,05,17.9,8.1,15.6
0880,Denver County 1,Mathematics,06,- -,6.4,3.0
0880,Denver County 1,Mathematics,07,12.3,8.3,6.1
0880,Denver County 1,Mathematics,08,- -,9.3,4.4
0880,Denver County 1,English Language Arts,All Grades,- -,- -,- -
0880,Denver County 1,English Language Arts,06,- -,N/A,N/A
0880,Denver County 1,English Language Arts,07,- -,- -,- -
0880,Denver County 1,English Language Arts,08,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,- -,- -,- -
0880,Denver County 1,Mathematics,06,- -,N/A,N/A
0880,Denver County 1,Mathematics,07,- -,- -,- -
0880,Denver County 1,Mathematics,08,- -,- -,- -
0880,Denver County 1,English Language Arts,All Grades,47.6,46.0,53.4
0880,Denver County 1,English Language Arts,03,35.8,49.3,61.6
0880,Denver County 1,English Language Arts,04,48.6,37.1,48.1
0880,Denver County 1,English Language Arts,05,59.2,52.6,49.4
0880,Denver County 1,Spanish Language Arts,All Grades,- -,N/A,N/A
0880,Denver County 1,Spanish Language Arts,03,- -,N/A,N/A
0880,Denver County 1,Spanish Language Arts,04,- -,N/A,N/A
0880,Denver County 1,Mathematics,All Grades,49.4,46.2,48.8
0880,Denver County 1,Mathematics,03,48.2,41.0,51.3
0880,Denver County 1,Mathematics,04,46.8,44.4,48.1
0880,Denver County 1,Mathematics,05,53.2,55.7,46.9
0880,Denver County 1,English Language Arts,All Grades,25.3,16.6,15.8
0880,Denver County 1,English Language Arts,03,19.5,20.4,14.9
0880,Denver County 1,English Language Arts,04,21.0,21.6,9.3
0880,Denver County 1,English Language Arts,05,34.5,6.5,22.4
0880,Denver County 1,Mathematics,All Grades,14.1,11.6,15.0
0880,Denver County 1,Mathematics,03,- -,11.1,- -
0880,Denver County 1,Mathematics,04,19.4,13.0,- -
0880,Denver County 1,Mathematics,05,- -,10.6,28.0
0880,Denver County 1,English Language Arts,All Grades,48.0,44.4,42.7
0880,Denver County 1,English Language Arts,03,47.4,40.3,34.6
0880,Denver County 1,English Language Arts,04,40.3,48.6,43.4
0880,Denver County 1,English Language Arts,05,56.9,44.4,49.4
0880,Denver County 1,Spanish Language Arts,All Grades,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,03,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,04,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,45.9,39.1,29.1
0880,Denver County 1,Mathematics,03,39.1,34.1,31.0
0880,Denver County 1,Mathematics,04,49.4,47.2,30.6
0880,Denver County 1,Mathematics,05,50.7,37.0,25.9
0880,Denver County 1,English Language Arts,All Grades,34.4,22.4,29.5
0880,Denver County 1,English Language Arts,03,59.1,- -,- -
0880,Denver County 1,English Language Arts,04,25.0,29.6,- -
0880,Denver County 1,English Language Arts,05,27.3,- -,- -
0880,Denver County 1,Spanish Language Arts,All Grades,14.0,- -,- -
0880,Denver County 1,Spanish Language Arts,03,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,04,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,24.0,24.1,25.0
0880,Denver County 1,Mathematics,03,35.3,- -,- -
0880,Denver County 1,Mathematics,04,12.7,24.1,- -
0880,Denver County 1,Mathematics,05,25.0,- -,- -
0880,Denver County 1,English Language Arts,All Grades,18.8,24.1,13.8
0880,Denver County 1,English Language Arts,03,- -,- -,- -
0880,Denver County 1,English Language Arts,04,- -,- -,24.0
0880,Denver County 1,English Language Arts,05,23.9,26.0,- -
0880,Denver County 1,Spanish Language Arts,All Grades,29.5,12.8,20.3
0880,Denver County 1,Spanish Language Arts,03,33.3,- -,12.2
0880,Denver County 1,Spanish Language Arts,04,25.8,- -,34.8
0880,Denver County 1,Mathematics,All Grades,21.3,17.7,14.3
0880,Denver County 1,Mathematics,03,24.5,9.5,10.6
0880,Denver County 1,Mathematics,04,25.5,19.1,16.7
0880,Denver County 1,Mathematics,05,14.0,23.1,15.4
0880,Denver County 1,English Language Arts,All Grades,14.3,9.1,14.3
0880,Denver County 1,English Language Arts,03,- -,- -,- -
0880,Denver County 1,English Language Arts,04,- -,- -,22.7
0880,Denver County 1,English Language Arts,05,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,All Grades,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,03,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,04,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,9.6,10.0,14.1
0880,Denver County 1,Mathematics,03,- -,- -,24.0
0880,Denver County 1,Mathematics,04,- -,15.4,- -
0880,Denver County 1,Mathematics,05,- -,- -,- -
0880,Denver County 1,English Language Arts,All Grades,64.4,66.3,63.2
0880,Denver County 1,English Language Arts,06,62.4,65.8,61.0
0880,Denver County 1,English Language Arts,07,65.1,67.0,61.2
0880,Denver County 1,English Language Arts,08,67.0,66.3,68.6
0880,Denver County 1,Mathematics,All Grades,51.0,56.7,46.9
0880,Denver County 1,Mathematics,06,43.1,53.7,42.3
0880,Denver County 1,Mathematics,07,51.3,58.0,44.4
0880,Denver County 1,Mathematics,08,64.5,60.4,55.8
0880,Denver County 1,English Language Arts,All Grades,86.7,86.0,84.8
0880,Denver County 1,English Language Arts,03,76.6,75.3,73.7
0880,Denver County 1,English Language Arts,04,83.3,84.2,89.0
0880,Denver County 1,English Language Arts,05,85.7,91.5,79.2
0880,Denver County 1,English Language Arts,06,92.1,91.0,90.9
0880,Denver County 1,English Language Arts,07,92.9,83.1,87.5
0880,Denver County 1,English Language Arts,08,89.5,90.4,89.5
0880,Denver County 1,Mathematics,All Grades,85.9,83.1,83.8
0880,Denver County 1,Mathematics,03,80.3,80.7,78.9
0880,Denver County 1,Mathematics,04,84.3,63.2,79.5
0880,Denver County 1,Mathematics,05,86.8,89.0,85.3
0880,Denver County 1,Mathematics,06,81.6,85.1,88.5
0880,Denver County 1,Mathematics,07,90.6,85.4,81.5
0880,Denver County 1,Mathematics,08,91.3,95.7,89.3
0880,Denver County 1,English Language Arts,All Grades,21.0,22.3,16.7
0880,Denver County 1,English Language Arts,03,10.3,- -,12.1
0880,Denver County 1,English Language Arts,04,15.1,- -,16.0
0880,Denver County 1,English Language Arts,05,35.3,41.7,20.9
0880,Denver County 1,Spanish Language Arts,All Grades,- -,32.0,31.6
0880,Denver County 1,Spanish Language Arts,03,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,04,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,14.3,18.3,9.4
0880,Denver County 1,Mathematics,03,23.2,21.4,13.2
0880,Denver County 1,Mathematics,04,7.4,8.9,- -
0880,Denver County 1,Mathematics,05,11.8,23.1,- -
0880,Denver County 1,English Language Arts,All Grades,24.1,29.5,35.0
0880,Denver County 1,English Language Arts,03,25.3,37.5,27.7
0880,Denver County 1,English Language Arts,04,22.1,23.8,31.0
0880,Denver County 1,English Language Arts,05,25.0,27.5,47.4
0880,Denver County 1,Mathematics,All Grades,16.1,17.6,14.0
0880,Denver County 1,Mathematics,03,16.9,35.0,19.0
0880,Denver County 1,Mathematics,04,16.5,10.6,9.6
0880,Denver County 1,Mathematics,05,15.0,7.5,13.2
0880,Denver County 1,English Language Arts,All Grades,23.5,28.8,26.1
0880,Denver County 1,English Language Arts,06,20.6,23.6,19.8
0880,Denver County 1,English Language Arts,07,23.1,30.0,25.2
0880,Denver County 1,English Language Arts,08,26.4,33.0,34.0
0880,Denver County 1,Mathematics,All Grades,14.2,13.9,11.2
0880,Denver County 1,Mathematics,06,21.2,15.0,7.8
0880,Denver County 1,Mathematics,07,10.2,15.2,5.5
0880,Denver County 1,Mathematics,08,11.7,11.4,20.8
0880,Denver County 1,English Language Arts,All Grades,11.2,9.8,6.3
0880,Denver County 1,English Language Arts,03,12.5,15.0,- -
0880,Denver County 1,English Language Arts,04,11.5,- -,- -
0880,Denver County 1,English Language Arts,05,10.3,- -,- -
0880,Denver County 1,Spanish Language Arts,All Grades,39.3,18.8,31.3
0880,Denver County 1,Spanish Language Arts,03,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,04,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,18.5,11.7,6.0
0880,Denver County 1,Mathematics,03,44.2,- -,- -
0880,Denver County 1,Mathematics,04,- -,- -,- -
0880,Denver County 1,Mathematics,05,- -,- -,- -
0880,Denver County 1,English Language Arts,All Grades,57.8,56.5,60.1
0880,Denver County 1,English Language Arts,03,50.7,46.7,63.8
0880,Denver County 1,English Language Arts,04,54.0,54.9,66.1
0880,Denver County 1,English Language Arts,05,71.7,68.4,51.7
0880,Denver County 1,Spanish Language Arts,All Grades,- -,N/A,N/A
0880,Denver County 1,Spanish Language Arts,04,- -,N/A,N/A
0880,Denver County 1,Mathematics,All Grades,39.9,50.6,57.4
0880,Denver County 1,Mathematics,03,45.2,45.0,64.6
0880,Denver County 1,Mathematics,04,38.5,43.1,56.4
0880,Denver County 1,Mathematics,05,34.5,63.2,52.5
0880,Denver County 1,English Language Arts,All Grades,- -,12.7,13.1
0880,Denver County 1,English Language Arts,06,- -,- -,- -
0880,Denver County 1,English Language Arts,07,- -,11.5,- -
0880,Denver County 1,English Language Arts,08,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,4.8,5.5,9.8
0880,Denver County 1,Mathematics,06,- -,- -,- -
0880,Denver County 1,Mathematics,07,- -,- -,- -
0880,Denver County 1,Mathematics,08,- -,- -,- -
0880,Denver County 1,English Language Arts,All Grades,77.2,89.3,81.1
0880,Denver County 1,English Language Arts,03,75.9,85.7,73.2
0880,Denver County 1,English Language Arts,04,83.0,85.0,90.9
0880,Denver County 1,English Language Arts,05,72.5,97.6,78.7
0880,Denver County 1,Mathematics,All Grades,78.9,87.8,74.0
0880,Denver County 1,Mathematics,03,74.6,95.9,65.9
0880,Denver County 1,Mathematics,04,89.4,77.5,86.4
0880,Denver County 1,Mathematics,05,73.2,88.1,69.6
0880,Denver County 1,English Language Arts,All Grades,49.7,48.8,47.3
0880,Denver County 1,English Language Arts,03,58.9,36.4,48.2
0880,Denver County 1,English Language Arts,04,40.9,56.0,46.4
0880,Denver County 1,English Language Arts,05,51.1,58.0,47.1
0880,Denver County 1,Spanish Language Arts,All Grades,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,03,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,04,- -,N/A,N/A
0880,Denver County 1,Mathematics,All Grades,39.0,43.6,32.7
0880,Denver County 1,Mathematics,03,39.1,43.7,44.8
0880,Denver County 1,Mathematics,04,42.4,42.3,20.0
0880,Denver County 1,Mathematics,05,34.0,44.9,32.4
0880,Denver County 1,English Language Arts,All Grades,75.2,78.6,77.9
0880,Denver County 1,English Language Arts,03,82.4,74.4,73.6
0880,Denver County 1,English Language Arts,04,66.7,78.3,78.1
0880,Denver County 1,English Language Arts,05,77.9,84.4,82.4
0880,Denver County 1,Mathematics,All Grades,78.8,70.4,72.5
0880,Denver County 1,Mathematics,03,80.0,71.1,70.8
0880,Denver County 1,Mathematics,04,76.9,65.2,70.3
0880,Denver County 1,Mathematics,05,79.7,75.0,76.5
0880,Denver County 1,English Language Arts,All Grades,34.7,25.7,28.9
0880,Denver County 1,English Language Arts,03,35.6,18.8,39.7
0880,Denver County 1,English Language Arts,04,23.7,28.8,23.7
0880,Denver County 1,English Language Arts,05,42.9,28.3,25.0
0880,Denver County 1,Mathematics,All Grades,37.0,37.1,35.0
0880,Denver County 1,Mathematics,03,34.6,32.7,50.0
0880,Denver County 1,Mathematics,04,31.7,45.0,30.0
0880,Denver County 1,Mathematics,05,44.3,32.8,27.8
0880,Denver County 1,English Language Arts,All Grades,14.0,10.7,14.8
0880,Denver County 1,English Language Arts,03,- -,- -,- -
0880,Denver County 1,English Language Arts,04,- -,- -,- -
0880,Denver County 1,English Language Arts,05,18.4,15.6,22.0
0880,Denver County 1,Spanish Language Arts,All Grades,- -,17.9,27.9
0880,Denver County 1,Spanish Language Arts,03,- -,21.7,- -
0880,Denver County 1,Spanish Language Arts,04,- -,15.2,- -
0880,Denver County 1,Mathematics,All Grades,10.7,13.0,13.0
0880,Denver County 1,Mathematics,03,17.5,16.0,11.9
0880,Denver County 1,Mathematics,04,7.4,7.9,16.7
0880,Denver County 1,Mathematics,05,9.1,16.3,11.7
0880,Denver County 1,English Language Arts,All Grades,70.4,72.4,75.3
0880,Denver County 1,English Language Arts,03,61.2,62.4,72.8
0880,Denver County 1,English Language Arts,04,74.3,76.2,81.1
0880,Denver County 1,English Language Arts,05,75.5,78.3,72.3
0880,Denver County 1,Mathematics,All Grades,63.9,69.8,66.8
0880,Denver County 1,Mathematics,03,50.5,59.6,75.3
0880,Denver County 1,Mathematics,04,70.1,77.2,65.9
0880,Denver County 1,Mathematics,05,71.4,72.0,59.8
0880,Denver County 1,English Language Arts,All Grades,75.3,71.1,72.9
0880,Denver County 1,English Language Arts,03,74.7,63.7,66.7
0880,Denver County 1,English Language Arts,04,70.5,76.2,73.2
0880,Denver County 1,English Language Arts,05,81.3,74.1,79.5
0880,Denver County 1,Mathematics,All Grades,68.3,59.2,59.9
0880,Denver County 1,Mathematics,03,65.8,59.3,59.3
0880,Denver County 1,Mathematics,04,67.8,62.7,56.1
0880,Denver County 1,Mathematics,05,71.3,55.6,64.9
0880,Denver County 1,English Language Arts,All Grades,17.5,14.4,15.7
0880,Denver County 1,English Language Arts,03,17.2,- -,16.3
0880,Denver County 1,English Language Arts,04,10.5,15.9,7.3
0880,Denver County 1,English Language Arts,05,23.4,- -,22.0
0880,Denver County 1,Spanish Language Arts,All Grades,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,03,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,04,- -,N/A,N/A
0880,Denver County 1,Mathematics,All Grades,14.1,14.8,12.7
0880,Denver County 1,Mathematics,03,19.5,19.6,15.7
0880,Denver County 1,Mathematics,04,7.5,14.3,7.3
0880,Denver County 1,Mathematics,05,14.9,9.1,14.0
0880,Denver County 1,English Language Arts,All Grades,36.4,22.6,21.4
0880,Denver County 1,English Language Arts,03,42.0,15.0,25.6
0880,Denver County 1,English Language Arts,04,23.7,19.6,23.7
0880,Denver County 1,English Language Arts,05,40.4,34.2,13.9
0880,Denver County 1,Spanish Language Arts,All Grades,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,03,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,04,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,25.2,13.0,13.7
0880,Denver County 1,Mathematics,03,33.3,13.3,18.4
0880,Denver County 1,Mathematics,04,9.3,10.4,10.3
0880,Denver County 1,Mathematics,05,29.4,15.8,11.1
0880,Denver County 1,English Language Arts,All Grades,16.8,15.3,22.5
0880,Denver County 1,English Language Arts,03,12.1,15.6,25.6
0880,Denver County 1,English Language Arts,04,16.7,11.3,13.3
0880,Denver County 1,English Language Arts,05,22.4,20.5,30.6
0880,Denver County 1,Mathematics,All Grades,20.7,16.0,16.8
0880,Denver County 1,Mathematics,03,16.9,12.1,21.4
0880,Denver County 1,Mathematics,04,31.6,23.1,13.3
0880,Denver County 1,Mathematics,05,16.7,10.0,15.8
0880,Denver County 1,English Language Arts,All Grades,69.8,58.6,63.2
0880,Denver County 1,English Language Arts,03,65.2,47.5,48.1
0880,Denver County 1,English Language Arts,04,64.2,56.9,75.5
0880,Denver County 1,English Language Arts,05,81.1,74.0,66.7
0880,Denver County 1,Mathematics,All Grades,64.0,62.2,62.1
0880,Denver County 1,Mathematics,03,56.7,60.7,56.1
0880,Denver County 1,Mathematics,04,64.3,66.7,63.6
0880,Denver County 1,Mathematics,05,72.7,58.8,67.3
0880,Denver County 1,English Language Arts,All Grades,- -,- -,- -
0880,Denver County 1,English Language Arts,06,- -,- -,- -
0880,Denver County 1,English Language Arts,07,- -,- -,- -
0880,Denver County 1,English Language Arts,08,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,- -,- -,- -
0880,Denver County 1,Mathematics,06,- -,- -,- -
0880,Denver County 1,Mathematics,07,- -,- -,- -
0880,Denver County 1,Mathematics,08,- -,- -,- -
0880,Denver County 1,English Language Arts,All Grades,21.3,12.0,23.6
0880,Denver County 1,English Language Arts,03,12.5,11.1,23.1
0880,Denver County 1,English Language Arts,04,16.7,17.9,- -
0880,Denver County 1,English Language Arts,05,30.0,8.1,- -
0880,Denver County 1,Spanish Language Arts,All Grades,14.0,24.5,36.6
0880,Denver County 1,Spanish Language Arts,03,- -,14.3,- -
0880,Denver County 1,Spanish Language Arts,04,- -,38.1,- -
0880,Denver County 1,Mathematics,All Grades,15.5,9.2,12.5
0880,Denver County 1,Mathematics,03,15.6,10.9,17.5
0880,Denver County 1,Mathematics,04,16.1,- -,- -
0880,Denver County 1,Mathematics,05,14.6,- -,- -
0880,Denver County 1,English Language Arts,All Grades,24.6,26.8,19.0
0880,Denver County 1,English Language Arts,06,15.9,19.6,17.8
0880,Denver County 1,English Language Arts,07,19.6,28.3,14.9
0880,Denver County 1,English Language Arts,08,38.6,32.1,24.0
0880,Denver County 1,Mathematics,All Grades,11.4,8.9,7.9
0880,Denver County 1,Mathematics,06,- -,- -,6.8
0880,Denver County 1,Mathematics,07,- -,- -,6.5
0880,Denver County 1,Mathematics,08,15.9,13.2,10.0
